match_id,match_date,surface,player1_name,player2_name,surface_elo_diff,overall_elo_diff,p1_surface_wr_12mo,p2_surface_wr_12mo,surface_wr_diff_12mo,p1_surface_wr_career,p2_surface_wr_career,surface_wr_diff_career,p1_form_20,p2_form_20,form_diff_20,p1_surface_form_10,p2_surface_form_10,surface_form_diff_10,age_diff,height_diff,hand_matchup,h2h_surface_advantage,target
121958,2000-01-03,Clay,Cristiano Caratti,Nicolas Kiefer,0.0,0.0,0.25,0.6923076923076923,-0.4423076923076923,0.325,0.6157894736842106,-0.29078947368421054,0.3,0.75,-0.45,0.4,0.6,-0.19999999999999996,7.1156741957563305,-5.0,0,0,0
121957,2000-01-03,Clay,Juan Antonio Marin,Felix Mantilla,0.0,0.0,0.4883720930232558,0.6181818181818182,-0.12980972515856237,0.4424778761061947,0.6542056074766355,-0.21172773137044076,0.6,0.45,0.14999999999999997,0.5,0.3,0.2,-0.4380561259411344,-5.0,0,0,1
121956,2000-01-03,Clay,Max Mirnyi,Mariano Puerta,0.0,0.0,0.5,0.3953488372093023,0.1046511627906977,0.5238095238095238,0.5,0.023809523809523836,0.45,0.4,0.04999999999999999,0.5,0.4,0.09999999999999998,1.204654346338124,16.0,1,0,1
121955,2000-01-03,Clay,Rainer Schuettler,Javier Sanchez,0.0,0.0,0.3829787234042553,0.0,0.3829787234042553,0.45977011494252873,0.4869281045751634,-0.02715798963263466,0.35,0.2,0.14999999999999997,0.3,0.2,0.09999999999999998,-8.229979466119094,2.0,0,0,1
121954,2000-01-03,Clay,Daniel Vacek,Fernando Vicente,0.0,0.0,0.4915254237288136,0.46153846153846156,0.029986962190352018,0.4559386973180077,0.46956521739130436,-0.013626520073296677,0.65,0.45,0.2,0.5,0.4,0.09999999999999998,5.935660506502398,10.0,0,0,1
121953,2000-01-03,Clay,Antony Dupuis,Younes El Aynaoui,0.0,0.0,0.47368421052631576,0.56,-0.08631578947368429,0.47368421052631576,0.5517241379310345,-0.07803992740471871,0.5,0.55,-0.050000000000000044,0.6,0.5,0.09999999999999998,-1.4537987679671431,-8.0,0,0,0
121972,2000-01-03,Clay,Fabrice Santoro,Rainer Schuettler,0.0,0.0,0.6065573770491803,0.3829787234042553,0.22357865364492502,0.5203761755485894,0.45977011494252873,0.06060606060606066,0.6,0.35,0.25,0.5,0.3,0.2,3.3757700205338814,-2.0,0,1,1
120705,2000-01-03,Clay,Jean Rene Lisnard,Tim Henman,0.0,0.0,0.3333333333333333,0.5882352941176471,-0.25490196078431376,0.3333333333333333,0.6374501992031872,-0.3041168658698539,0.3333333333333333,0.55,-0.21666666666666673,0.3333333333333333,0.5,-0.16666666666666669,-5.051334702258728,-12.0,0,0,0
120703,2000-01-03,Clay,Christian Vinck,Jason Stoltenberg,0.0,0.0,0.3333333333333333,0.46875,-0.13541666666666669,0.2692307692307692,0.5198412698412699,-0.25061050061050066,0.25,0.5,-0.25,0.2,0.4,-0.2,-5.415468856947296,-2.0,1,0,0
120702,2000-01-03,Clay,Dejan Petrovic,Lleyton Hewitt,0.0,0.0,0.5,0.6779661016949152,-0.17796610169491522,0.5,0.6428571428571429,-0.1428571428571429,0.5,0.65,-0.15000000000000002,0.5,0.5,0.0,2.8966461327857616,,0,0,0
120701,2000-01-03,Clay,Alberto Martin,James Sekulov,0.0,0.0,0.5625,0.75,-0.1875,0.47435897435897434,0.375,0.09935897435897434,0.55,0.3,0.25000000000000006,0.8,0.3,0.5,-1.8507871321012992,-5.0,0,0,1
120700,2000-01-03,Clay,Richard Fromberg,Magnus Norman,0.0,0.0,0.4838709677419355,0.6666666666666666,-0.18279569892473113,0.46953405017921146,0.5879396984924623,-0.11840564831325084,0.45,0.7,-0.24999999999999994,0.5,0.6,-0.09999999999999998,6.0889801505817935,8.0,0,-3,0
120699,2000-01-03,Clay,Jan Michael Gambill,Sebastien Grosjean,0.0,0.0,0.5,0.578125,-0.078125,0.5217391304347826,0.5047619047619047,0.01697722567287785,0.55,0.55,0.0,0.7,0.4,0.29999999999999993,0.9856262833675586,15.0,0,-1,0
120698,2000-01-03,Clay,Roger Federer,Thomas Enqvist,0.0,0.0,0.43333333333333335,0.6056338028169014,-0.17230046948356803,0.42857142857142855,0.641399416909621,-0.21282798833819244,0.4,0.7,-0.29999999999999993,0.7,0.8,-0.10000000000000009,-7.4058863791923315,-5.0,0,0,0
120697,2000-01-03,Clay,Juan Balcells,Tim Henman,0.0,0.0,0.3333333333333333,0.5882352941176471,-0.25490196078431376,0.5,0.6374501992031872,-0.13745019920318724,0.5,0.55,-0.050000000000000044,0.5,0.5,0.0,-0.785763175906915,5.0,0,0,0
120696,2000-01-03,Clay,Michael Tebbutt,Jean Rene Lisnard,0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333,0.4270833333333333,0.3333333333333333,0.09375,0.4,0.3333333333333333,0.06666666666666671,0.5,0.3333333333333333,0.16666666666666669,8.758384668035593,17.0,1,0,0
120695,2000-01-03,Clay,Slava Dosedel,Ivan Ljubicic,0.0,0.0,0.5384615384615384,0.44,0.09846153846153843,0.5333333333333333,0.4,0.1333333333333333,0.55,0.45,0.10000000000000003,0.6,0.4,0.19999999999999996,8.594113620807668,-10.0,0,0,1
120694,2000-01-03,Clay,Paul Baccanello,Nicolas Escude,0.0,0.0,0.5,0.5405405405405406,-0.04054054054054057,0.5,0.5102040816326531,-0.010204081632653073,0.5,0.75,-0.25,0.5,0.6,-0.09999999999999998,-3.1895961670088973,-2.0,0,0,0
120693,2000-01-03,Clay,Dominik Hrbaty,Jason Stoltenberg,0.0,0.0,0.5441176470588235,0.46875,0.07536764705882348,0.5434782608695652,0.5198412698412699,0.023636991028295307,0.4,0.5,-0.09999999999999998,0.3,0.4,-0.10000000000000003,-7.753593429158112,-2.0,0,0,0
120692,2000-01-03,Clay,Paul Goldstein,Christian Vinck,0.0,0.0,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.3939393939393939,0.2692307692307692,0.1247086247086247,0.45,0.25,0.2,0.5,0.2,0.3,-0.919917864476389,-5.0,1,0,0
120691,2000-01-03,Clay,Dejan Petrovic,Stephane Huet,0.0,0.0,0.5,0.3,0.2,0.5,0.3333333333333333,0.16666666666666669,0.5,0.35,0.15000000000000002,0.5,0.3,0.2,-6.940451745379878,,1,0,1
120690,2000-01-03,Clay,Mark Woodforde,Lleyton Hewitt,0.0,0.0,0.35714285714285715,0.6779661016949152,-0.3208232445520581,0.5068027210884354,0.6428571428571429,-0.13605442176870752,0.3,0.65,-0.35000000000000003,0.2,0.5,-0.3,15.422313483915126,8.0,1,-3,0
120689,2000-01-03,Clay,Vincent Spadea,Alberto Martin,0.0,0.0,0.559322033898305,0.5625,-0.0031779661016949623,0.47685185185185186,0.47435897435897434,0.002492877492877521,0.55,0.55,0.0,0.3,0.8,-0.5,4.087611225188226,8.0,0,0,0
120688,2000-01-03,Clay,James Sekulov,Gianluca Pozzi,0.0,0.0,0.75,0.38095238095238093,0.36904761904761907,0.375,0.4051724137931034,-0.030172413793103425,0.3,0.35,-0.04999999999999999,0.3,0.4,-0.10000000000000003,-11.323750855578375,0.0,1,0,1
121962,2000-01-03,Clay,Mikael Tillstrom,Andrei Cherkasov,0.0,0.0,0.46875,0.3333333333333333,0.13541666666666669,0.47058823529411764,0.4913294797687861,-0.020741244474668463,0.45,0.3,0.15000000000000002,0.7,0.3,0.39999999999999997,-1.670088980150581,5.0,0,1,1
121943,2000-01-03,Clay,Ivo Heuberger,Cristiano Caratti,0.0,0.0,0.25,0.25,0.0,0.28125,0.325,-0.04375000000000001,0.3,0.3,0.0,0.2,0.4,-0.2,-5.7412731006160165,10.0,0,0,0
121950,2000-01-03,Clay,Andrei Cherkasov,Hicham Arazi,0.0,0.0,0.3333333333333333,0.5272727272727272,-0.1939393939393939,0.4913294797687861,0.4943820224719101,-0.003052542703123995,0.3,0.5,-0.2,0.3,0.5,-0.2,3.2936344969199176,5.0,1,0,1
120682,2000-01-03,Clay,Arnaud Clement,Thomas Enqvist,0.0,0.0,0.46808510638297873,0.6056338028169014,-0.13754869643392265,0.4380952380952381,0.641399416909621,-0.2033041788143829,0.45,0.7,-0.24999999999999994,0.3,0.8,-0.5,-3.764544832306637,-17.0,0,1,0
120687,2000-01-03,Clay,Richard Fromberg,Todd Woodbridge,0.0,0.0,0.4838709677419355,0.34782608695652173,0.13604488078541377,0.46953405017921146,0.5209125475285171,-0.05137849734930566,0.45,0.35,0.10000000000000003,0.5,0.5,0.0,0.9281314168377826,18.0,0,2,1
120686,2000-01-03,Clay,Magnus Norman,Scott Draper,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5879396984924623,0.5109489051094891,0.07699079338297321,0.7,0.35,0.35,0.6,0.3,0.3,-1.9849418206707732,10.0,1,0,1
120685,2000-01-03,Clay,Andrew Ilie,Sebastien Grosjean,0.0,0.0,0.5,0.578125,-0.078125,0.49473684210526314,0.5047619047619047,-0.010025062656641603,0.45,0.55,-0.10000000000000003,0.4,0.4,0.0,2.1108829568788536,5.0,0,0,0
120684,2000-01-03,Clay,Jan Michael Gambill,Wayne Arthurs,0.0,0.0,0.5,0.56,-0.06000000000000005,0.5217391304347826,0.5625,-0.040760869565217406,0.55,0.6,-0.04999999999999993,0.7,0.4,0.29999999999999993,-6.212183436002736,0.0,1,0,1
123039,2000-01-03,Clay,Michal Tabara,Yevgeny Kafelnikov,0.0,0.0,0.75,0.6630434782608695,0.08695652173913049,0.5,0.6599496221662469,-0.15994962216624686,0.5,0.65,-0.15000000000000002,0.4,0.7,-0.29999999999999993,-5.4757015742642,-15.0,0,0,1
123040,2000-01-03,Clay,Lorenzo Manta,Tomas Zib,0.0,0.0,0.46153846153846156,0.5,-0.038461538461538436,0.2857142857142857,0.4444444444444444,-0.15873015873015872,0.3,0.4444444444444444,-0.14444444444444443,0.4,0.4444444444444444,-0.0444444444444444,1.374401095140314,12.0,0,0,1
123041,2000-01-03,Clay,Christophe Rochus,Martin Damm Sr,0.0,0.0,0.25,0.30434782608695654,-0.05434782608695654,0.25,0.4117647058823529,-0.16176470588235292,0.25,0.25,0.0,0.25,0.2,0.04999999999999999,-6.370978781656397,-18.0,0,0,0
123042,2000-01-03,Clay,Sunil Kumar,Ronald Agenor,0.0,0.0,0.5,0.3,0.2,0.5,0.39622641509433965,0.10377358490566035,0.5,0.4,0.09999999999999998,0.5,0.3,0.2,-18.387405886379195,,0,0,0
123043,2000-01-03,Clay,Martin Spottl,Jerome Golmard,0.0,0.0,0.6666666666666666,0.6470588235294118,0.019607843137254832,0.6666666666666666,0.5118110236220472,0.1548556430446194,0.6666666666666666,0.65,0.016666666666666607,0.6666666666666666,0.6,0.06666666666666665,-2.2039698836413386,-8.0,1,0,0
123044,2000-01-03,Clay,Fredrik Jonsson,Jan Kroslak,0.0,0.0,0.3,0.3333333333333333,-0.033333333333333326,0.23076923076923078,0.4424778761061947,-0.21170864533696393,0.21428571428571427,0.35,-0.1357142857142857,0.3,0.4,-0.10000000000000003,-2.4449007529089677,5.0,0,1,1
121948,2000-01-03,Clay,Sultan Khalfan,Alberto Berasategui,0.0,0.0,0.0,0.5,-0.5,0.18181818181818182,0.5540540540540541,-0.37223587223587223,0.16666666666666666,0.55,-0.3833333333333334,0.2,0.7,-0.49999999999999994,-3.7152635181382614,,0,0,0
123049,2000-01-03,Clay,Yaoki Ishii,Jiri Vanek,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.9856262833675551,,0,0,0
123062,2000-01-03,Clay,Cedric Pioline,Leander Paes,0.0,0.0,0.5633802816901409,0.375,0.18838028169014087,0.57356608478803,0.46788990825688076,0.10567617653114919,0.5,0.35,0.15000000000000002,0.3,0.3,0.0,4.005475701574266,10.0,0,1,1
123064,2000-01-03,Clay,Jerome Golmard,Jamie Delgado,0.0,0.0,0.6470588235294118,0.3333333333333333,0.3137254901960785,0.5118110236220472,0.16666666666666666,0.3451443569553806,0.65,0.16666666666666666,0.4833333333333334,0.6,0.16666666666666666,0.43333333333333335,3.529089664613277,10.0,1,1,1
120708,2000-01-03,Clay,Lleyton Hewitt,Jason Stoltenberg,0.0,0.0,0.6779661016949152,0.46875,0.20921610169491522,0.6428571428571429,0.5198412698412699,0.12301587301587302,0.65,0.5,0.15000000000000002,0.5,0.4,0.09999999999999998,-10.89390828199863,-5.0,0,1,1
120709,2000-01-03,Clay,Tim Henman,Nicolas Escude,0.0,0.0,0.5882352941176471,0.5405405405405406,0.04769475357710651,0.6374501992031872,0.5102040816326531,0.12724611757053417,0.55,0.75,-0.19999999999999996,0.5,0.6,-0.09999999999999998,1.5742642026009612,0.0,0,0,0
120704,2000-01-03,Clay,Slava Dosedel,Nicolas Escude,0.0,0.0,0.5384615384615384,0.5405405405405406,-0.0020790020790021346,0.5333333333333333,0.5102040816326531,0.023129251700680253,0.55,0.75,-0.19999999999999996,0.6,0.6,0.0,5.637234770705,-2.0,0,0,0
121963,2000-01-03,Clay,Gaston Gaudio,Younes El Aynaoui,0.0,0.0,0.34782608695652173,0.56,-0.21217391304347832,0.34782608695652173,0.5517241379310345,-0.20389805097451275,0.35,0.55,-0.20000000000000007,0.4,0.5,-0.09999999999999998,-7.241615331964407,-18.0,0,0,0
121964,2000-01-03,Clay,Daniel Vacek,Rainer Schuettler,0.0,0.0,0.4915254237288136,0.3829787234042553,0.10854670032455827,0.4559386973180077,0.45977011494252873,-0.0038314176245210496,0.65,0.35,0.30000000000000004,0.5,0.3,0.2,5.067761806981519,10.0,0,-1,0
121965,2000-01-03,Clay,Max Mirnyi,Juan Antonio Marin,0.0,0.0,0.5,0.4883720930232558,0.011627906976744207,0.5238095238095238,0.4424778761061947,0.08133164770332912,0.45,0.6,-0.14999999999999997,0.5,0.5,0.0,-2.3463381245722132,21.0,0,0,1
123045,2000-01-03,Clay,Orlin Stanoytchev,Paul Kilderry,0.0,0.0,0.3125,0.5,-0.1875,0.23684210526315788,0.3333333333333333,-0.09649122807017543,0.3,0.3,0.0,0.3,0.3,0.0,1.5468856947296352,10.0,0,0,1
121944,2000-01-03,Clay,Franco Squillari,Jan Siemerink,0.0,0.0,0.425,0.4090909090909091,0.015909090909090873,0.45454545454545453,0.4969512195121951,-0.04240576496674059,0.35,0.45,-0.10000000000000003,0.3,0.3,0.0,-5.355236139630389,0.0,0,0,1
121945,2000-01-03,Clay,Jacobo Diaz,Sjeng Schalken,0.0,0.0,0.2222222222222222,0.5272727272727272,-0.305050505050505,0.38461538461538464,0.4594594594594595,-0.07484407484407485,0.35,0.5,-0.15000000000000002,0.2,0.5,-0.3,0.16153319644079644,-20.0,0,0,0
121946,2000-01-03,Clay,Lars Burgsmuller,Fabrice Santoro,0.0,0.0,0.4666666666666667,0.6065573770491803,-0.13989071038251366,0.4090909090909091,0.5203761755485894,-0.11128526645768028,0.45,0.6,-0.14999999999999997,0.5,0.5,0.0,-2.989733059548257,5.0,0,0,0
121947,2000-01-03,Clay,Galo Blanco,John Van Lottum,0.0,0.0,0.42424242424242425,0.4883720930232558,-0.06412966878083154,0.4380165289256198,0.47191011235955055,-0.03389358343393073,0.6,0.5,0.09999999999999998,0.6,0.5,0.09999999999999998,-0.4955509924709105,-12.0,0,0,0
121949,2000-01-03,Clay,George Bastl,Jiri Novak,0.0,0.0,0.5,0.5283018867924528,-0.028301886792452824,0.42105263157894735,0.49673202614379086,-0.07567939456484352,0.4,0.5,-0.09999999999999998,0.5,0.5,0.0,-0.027378507871318902,-7.0,0,0,1
121951,2000-01-03,Clay,Goran Ivanisevic,Mikael Tillstrom,0.0,0.0,0.4444444444444444,0.46875,-0.02430555555555558,0.6698113207547169,0.47058823529411764,0.1992230854605993,0.45,0.45,0.0,0.6,0.7,-0.09999999999999998,0.47638603696098514,8.0,1,0,0
121952,2000-01-03,Clay,Petr Luxa,Gaston Gaudio,0.0,0.0,0.16666666666666666,0.34782608695652173,-0.18115942028985507,0.08333333333333333,0.34782608695652173,-0.2644927536231884,0.07142857142857142,0.35,-0.2785714285714286,0.1,0.4,-0.30000000000000004,6.7679671457905535,15.0,0,0,0
123063,2000-01-03,Clay,Martin Damm Sr,Lorenzo Manta,0.0,0.0,0.30434782608695654,0.46153846153846156,-0.15719063545150502,0.4117647058823529,0.2857142857142857,0.12605042016806722,0.25,0.3,-0.04999999999999999,0.2,0.4,-0.2,2.1245722108145095,-2.0,0,0,1
123065,2000-01-03,Clay,Markus Hantschk,Tuomas Ketola,0.0,0.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.2857142857142857,0.2777777777777778,0.007936507936507908,0.2857142857142857,0.15,0.1357142857142857,0.2857142857142857,0.1,0.1857142857142857,-2.7433264887063658,3.0,0,0,1
123067,2000-01-03,Clay,Martin Damm Sr,Jerome Golmard,0.0,0.0,0.30434782608695654,0.6470588235294118,-0.34271099744245526,0.4117647058823529,0.5118110236220472,-0.1000463177396943,0.25,0.65,-0.4,0.2,0.6,-0.39999999999999997,1.1060917180013696,0.0,1,1,0
123068,2000-01-03,Clay,Cedric Pioline,Markus Hantschk,0.0,0.0,0.5633802816901409,0.3333333333333333,0.23004694835680756,0.57356608478803,0.2857142857142857,0.28785179907374425,0.5,0.2857142857142857,0.2142857142857143,0.3,0.2857142857142857,0.01428571428571429,8.42984257357974,0.0,0,0,0
123069,2000-01-03,Clay,Jerome Golmard,Markus Hantschk,0.0,0.0,0.6470588235294118,0.3333333333333333,0.3137254901960785,0.5118110236220472,0.2857142857142857,0.22609673790776152,0.65,0.2857142857142857,0.3642857142857143,0.6,0.2857142857142857,0.3142857142857143,4.194387405886378,0.0,1,0,1
120706,2000-01-03,Clay,Thomas Enqvist,Sebastien Grosjean,0.0,0.0,0.6056338028169014,0.578125,0.02750880281690138,0.641399416909621,0.5047619047619047,0.13663751214771624,0.7,0.55,0.1499999999999999,0.8,0.4,0.4,4.210814510609172,15.0,0,1,1
120707,2000-01-03,Clay,Magnus Norman,Alberto Martin,0.0,0.0,0.6666666666666666,0.5625,0.10416666666666663,0.5879396984924623,0.47435897435897434,0.11358072413348796,0.7,0.55,0.1499999999999999,0.6,0.8,-0.20000000000000007,2.2231348391512675,13.0,0,-1,1
120710,2000-01-03,Clay,Thomas Enqvist,Magnus Norman,0.0,0.0,0.6056338028169014,0.6666666666666666,-0.06103286384976525,0.641399416909621,0.5879396984924623,0.053459718417158686,0.7,0.7,0.0,0.8,0.6,0.20000000000000007,2.214921286789867,2.0,0,3,1
120711,2000-01-03,Clay,Nicolas Escude,Lleyton Hewitt,0.0,0.0,0.5405405405405406,0.6779661016949152,-0.13742556115437465,0.5102040816326531,0.6428571428571429,-0.13265306122448983,0.75,0.65,0.09999999999999998,0.6,0.5,0.09999999999999998,4.895277207392194,5.0,0,1,0
120712,2000-01-03,Clay,Thomas Enqvist,Lleyton Hewitt,0.0,0.0,0.6056338028169014,0.6779661016949152,-0.07233229887801385,0.641399416909621,0.6428571428571429,-0.001457725947521915,0.7,0.65,0.04999999999999993,0.8,0.5,0.30000000000000004,6.954140999315534,10.0,0,1,0
120114,2000-01-10,Clay,Magnus Norman,Jan Michael Gambill,0.0,0.0,0.6764705882352942,0.5,0.17647058823529416,0.5911330049261084,0.5213675213675214,0.06976548355858703,0.65,0.55,0.09999999999999998,0.6,0.7,-0.09999999999999998,1.0102669404517428,-2.0,0,-1,1
120116,2000-01-10,Clay,Magnus Gustafsson,Michael Chang,0.0,0.0,0.5238095238095238,0.5531914893617021,-0.029381965552178313,0.5928338762214984,0.7129629629629629,-0.1201290867414645,0.6,0.6,0.0,0.8,0.6,0.20000000000000007,5.13620807665982,10.0,0,3,0
