tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-0001,Rosmalen Grass Court Championships,Grass,,250,20250609,1650,209113,,,Gabriel Diallo,R,203,CAN,,126846,,,Aleksandar Vukic,R,188,AUS,,7-5 7-6,3,R32,,,,,,,,,,,,,,,,,,,,55,1007,79,783
2025-0001,Rosmalen Grass Court Championships,Grass,,250,20250609,1651,132686,,,Nuno Borges,R,185,POR,,210460,,,Nishesh Basavareddy,R,180,USA,,7-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,,38,1375,105,582
2025-0001,Rosmalen Grass Court Championships,Grass,,250,20250609,1652,111797,,,Nicolas Jarry,R,201,CHI,,209260,,,Luciano Darderi,R,183,ITA,,5-7 6-4 7-6,3,R32,,,,,,,,,,,,,,,,,,,,150,398,48,1119
2025-0001,Rosmalen Grass Court Championships,Grass,,250,20250609,1653,107270,,,James Thompson,R,,USA,,133441,,,Andrej Kovacevic,U,,CAN,,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,37,1375,76,799
2025-0001,Rosmalen Grass Court Championships,Grass,,250,20250610,1654,200267,,,Zizou Bergs,R,185,BEL,,210696,,,Alexander Blockx,R,191,BEL,,6-3 1-6 7-6,3,R32,,,,,,,,,,,,,,,,,,,,63,931,145,410
2025-0001,Rosmalen Grass Court Championships,Grass,,250,20250610,1655,100554,,,Matthew McDonald,R,,USA,,208233,,,Mattia Bellucci,L,175,ITA,,6-1 6-7 6-3,3,R32,,,,,,,,,,,,,,,,,,,,99,617,72,861
2025-0001,Rosmalen Grass Court Championships,Grass,,250,20250610,1656,124187,,,Reilly Opelka,R,211,USA,,207411,,,Jesper De Jong,R,180,NED,,6-7 7-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,,87,701,92,660
2025-0001,Rosmalen Grass Court Championships,Grass,,250,20250610,1657,202261,,,Otto Virtanen,R,193,FIN,,144869,,,Tomas Martin Etcheverry,R,196,ARG,,7-6 7-5,3,R32,,,,,,,,,,,,,,,,,,,,101,605,62,935
2025-0001,Rosmalen Grass Court Championships,Grass,,250,20250611,1658,105173,,,Adrian Mannarino,L,180,FRA,,106331,,,Christopher Oconnell,R,183,AUS,,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,,127,462,80,772
2025-0001,Rosmalen Grass Court Championships,Grass,,250,20250611,1659,105554,,,Daniel Evans,R,175,GBR,,208014,,,Rinky Hijikata,R,178,AUS,,3-6 6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,217,253,75,811
2025-0001,Rosmalen Grass Court Championships,Grass,,250,20250611,1660,128034,,,Hubert Hurkacz,R,196,POL,,105138,,,Roberto Bautista Agut,R,183,ESP,,7-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,32,1640,50,1064
2025-0001,Rosmalen Grass Court Championships,Grass,,250,20250611,1661,210136,,,Mark Lajal,R,191,EST,,111513,,,Laslo Djere,R,188,SRB,,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,,195,279,64,927
2025-0001,Rosmalen Grass Court Championships,Grass,,250,20250611,1662,209113,,,Gabriel Diallo,R,203,CAN,,107270,,,James Thompson,R,,USA,,4-6 6-1 7-5,3,R16,,,,,,,,,,,,,,,,,,,,55,1007,37,1375
2025-0001,Rosmalen Grass Court Championships,Grass,,250,20250611,1663,111575,,,Karen Khachanov,R,198,RUS,,100554,,,Matthew McDonald,R,,USA,,6-3 5-7 7-6,3,R16,,,,,,,,,,,,,,,,,,,,24,2010,99,617
2025-0001,Rosmalen Grass Court Championships,Grass,,250,20250612,1664,132686,,,Nuno Borges,R,185,POR,,202261,,,Otto Virtanen,R,193,FIN,,,3,R16,,,,,,,,,,,,,,,,,,,,38,1375,101,605
2025-0001,Rosmalen Grass Court Championships,Grass,,250,20250612,1665,200005,,,Ugo Humbert,L,188,FRA,,105554,,,Daniel Evans,R,175,GBR,,7-5 6-3,3,R16,,,,,,,,,,,,,,,,,,,,20,2195,217,253
2025-0001,Rosmalen Grass Court Championships,Grass,,250,20250612,1666,124187,,,Reilly Opelka,R,211,USA,,111797,,,Nicolas Jarry,R,201,CHI,,7-6 6-3,3,R16,,,,,,,,,,,,,,,,,,,,87,701,150,398
2025-0001,Rosmalen Grass Court Championships,Grass,,250,20250612,1667,200267,,,Zizou Bergs,R,185,BEL,,200615,,,Alexei Popyrin,R,196,AUS,,6-7 6-2 7-6,3,R16,,,,,,,,,,,,,,,,,,,,63,931,21,2140
2025-0001,Rosmalen Grass Court Championships,Grass,,250,20250612,1668,210136,,,Mark Lajal,R,191,EST,,128034,,,Hubert Hurkacz,R,196,POL,,,3,R16,,,,,,,,,,,,,,,,,,,,195,279,32,1640
2025-0001,Rosmalen Grass Court Championships,Grass,,250,20250612,1669,106421,,,Daniil Medvedev,R,198,RUS,,105173,,,Adrian Mannarino,L,180,FRA,,7-6 6-4,3,R16,,,,,,,,,,,,,,,,,,,,11,3100,127,462
2025-0001,Rosmalen Grass Court Championships,Grass,,250,20250613,1670,200005,,,Ugo Humbert,L,188,FRA,,132686,,,Nuno Borges,R,185,POR,,6-1 6-4,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,20,2195,38,1375
2025-0001,Rosmalen Grass Court Championships,Grass,,250,20250613,1671,209113,,,Gabriel Diallo,R,203,CAN,,111575,,,Karen Khachanov,R,198,RUS,,7-6 6-4,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,55,1007,24,2010
2025-0001,Rosmalen Grass Court Championships,Grass,,250,20250613,1672,124187,,,Reilly Opelka,R,211,USA,,106421,,,Daniil Medvedev,R,198,RUS,,7-6 7-6,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,87,701,11,3100
2025-0001,Rosmalen Grass Court Championships,Grass,,250,20250613,1673,200267,,,Zizou Bergs,R,185,BEL,,210136,,,Mark Lajal,R,191,EST,,7-6 7-6,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,63,931,195,279
2025-0001,Rosmalen Grass Court Championships,Grass,,250,20250614,1674,209113,,,Gabriel Diallo,R,203,CAN,,200005,,,Ugo Humbert,L,188,FRA,,6-3 7-6,3,Semifinals,,,,,,,,,,,,,,,,,,,,55,1007,20,2195
2025-0001,Rosmalen Grass Court Championships,Grass,,250,20250614,1675,200267,,,Zizou Bergs,R,185,BEL,,124187,,,Reilly Opelka,R,211,USA,,6-1 6-4,3,Semifinals,,,,,,,,,,,,,,,,,,,,63,931,87,701
2025-0001,Rosmalen Grass Court Championships,Grass,,250,20250615,1676,209113,,,Gabriel Diallo,R,203,CAN,,200267,,,Zizou Bergs,R,185,BEL,,7-5 7-6,3,The Final,,,,,,,,,,,,,,,,,,,,55,1007,63,931
2025-0001,Halle Open,Grass,,500,20250616,1677,206681,,,Fabian Marozsan,R,193,HUN,,200175,,,Miomir Kecmanovic,R,183,SRB,,6-7 6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,58,990,47,1146
2025-0001,Halle Open,Grass,,500,20250616,1678,106421,,,Daniil Medvedev,R,198,RUS,,127157,,,Daniel Altmaier,R,188,GER,,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,,11,3140,52,1037
2025-0001,Halle Open,Grass,,500,20250616,1679,122330,,,Alexander Bublik,R,196,KAZ,,124186,,,Alexandre Muller,R,183,FRA,,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,45,1225,40,1311
2025-0001,Halle Open,Grass,,500,20250616,1680,126774,,,Stefanos Tsitsipas,R,193,GRE,,209260,,,Luciano Darderi,R,183,ITA,,6-4 3-6 7-6,3,R32,,,,,,,,,,,,,,,,,,,,25,1920,56,1004
2025-0001,Halle Open,Grass,,500,20250616,1681,111460,,,Quentin Halys,R,191,FRA,,126127,,,Benjamin Bonzi,R,183,FRA,,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,48,1134,62,945
2025-0001,Halle Open,Grass,,500,20250617,1682,144869,,,Tomas Martin Etcheverry,R,196,ARG,,103492,,,Pablo Martinez,R,,MEX,,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,,63,935,54,1030
2025-0001,Halle Open,Grass,,500,20250617,1683,207830,,,Tomas Machac,R,183,CZE,,207411,,,Jesper De Jong,R,180,NED,,7-5 3-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,23,2020,93,660
2025-0001,Halle Open,Grass,,500,20250617,1684,126094,,,Andrey Rublev,R,188,RUS,,124116,,,Sebastian Ofner,R,191,AUT,,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,14,2920,122,483
2025-0001,Halle Open,Grass,,500,20250617,1685,207925,,,Flavio Cobolli,R,183,ITA,,211663,,,Joao Fonseca,R,,BRA,,5-7 7-6 7-6,3,R32,,,,,,,,,,,,,,,,,,,,24,1970,57,991
2025-0001,Halle Open,Grass,,500,20250617,1686,210506,,,Alex Michelsen,R,193,USA,,202103,,,Francisco Cerundolo,R,185,ARG,,2-6 7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,,33,1570,18,2285
2025-0001,Halle Open,Grass,,500,20250617,1687,133430,,,Denis Shapovalov,L,185,CAN,,200005,,,Ugo Humbert,L,188,FRA,,6-4 4-6 7-6,3,R32,,,,,,,,,,,,,,,,,,,,31,1626,20,2195
2025-0001,Halle Open,Grass,,500,20250617,1688,206173,,,Jannik Sinner,R,191,ITA,,105870,,,Yannick Hanfmann,R,193,GER,,7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,,1,10880,138,428
2025-0001,Halle Open,Grass,,500,20250617,1689,200000,,,Felix Auger Aliassime,R,193,CAN,,111513,,,Laslo Djere,R,188,SRB,,6-3 6-7 6-1,3,R32,,,,,,,,,,,,,,,,,,,,27,1775,65,911
2025-0001,Halle Open,Grass,,500,20250617,1690,132283,,,Lorenzo Sonego,R,191,ITA,,105526,,,Jan Lennard Struff,R,193,GER,,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,46,1165,103,575
2025-0001,Halle Open,Grass,,500,20250618,1691,111575,,,Karen Khachanov,R,198,RUS,,200267,,,Zizou Bergs,R,185,BEL,,7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,,22,2050,49,1079
2025-0001,Halle Open,Grass,,500,20250618,1692,100644,,,Alexander Zverev,R,198,GER,,106218,,,Marcos Giron,R,180,USA,,6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,,3,6500,43,1265
2025-0001,Halle Open,Grass,,500,20250618,1693,106421,,,Daniil Medvedev,R,198,RUS,,111460,,,Quentin Halys,R,191,FRA,,6-2 7-5,3,R16,,,,,,,,,,,,,,,,,,,,11,3140,48,1134
2025-0001,Halle Open,Grass,,500,20250618,1694,210506,,,Alex Michelsen,R,193,USA,,126774,,,Stefanos Tsitsipas,R,193,GRE,,7-6 7-5,3,R16,,,,,,,,,,,,,,,,,,,,33,1570,25,1920
2025-0001,Halle Open,Grass,,500,20250619,1695,111575,,,Karen Khachanov,R,198,RUS,,200000,,,Felix Auger Aliassime,R,193,CAN,,6-3 1-6 6-3,3,R16,,,,,,,,,,,,,,,,,,,,22,2050,27,1775
2025-0001,Halle Open,Grass,,500,20250619,1696,207925,,,Flavio Cobolli,R,183,ITA,,133430,,,Denis Shapovalov,L,185,CAN,,7-6 4-6 7-6,3,R16,,,,,,,,,,,,,,,,,,,,24,1970,31,1626
2025-0001,Halle Open,Grass,,500,20250619,1697,144869,,,Tomas Martin Etcheverry,R,196,ARG,,126094,,,Andrey Rublev,R,188,RUS,,6-3 6-7 7-6,3,R16,,,,,,,,,,,,,,,,,,,,63,935,14,2920
2025-0001,Halle Open,Grass,,500,20250619,1698,207830,,,Tomas Machac,R,183,CZE,,206681,,,Fabian Marozsan,R,193,HUN,,6-2 6-3,3,R16,,,,,,,,,,,,,,,,,,,,23,2020,58,990
2025-0001,Halle Open,Grass,,500,20250619,1699,100644,,,Alexander Zverev,R,198,GER,,132283,,,Lorenzo Sonego,R,191,ITA,,3-6 6-4 7-6,3,R16,,,,,,,,,,,,,,,,,,,,3,6500,46,1165
2025-0001,Halle Open,Grass,,500,20250619,1700,122330,,,Alexander Bublik,R,196,KAZ,,206173,,,Jannik Sinner,R,191,ITA,,3-6 6-3 6-4,3,R16,,,,,,,,,,,,,,,,,,,,45,1225,1,10880
2025-0001,Halle Open,Grass,,500,20250620,1701,106421,,,Daniil Medvedev,R,198,RUS,,210506,,,Alex Michelsen,R,193,USA,,6-4 6-3,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,11,3140,33,1570
2025-0001,Halle Open,Grass,,500,20250620,1702,100644,,,Alexander Zverev,R,198,GER,,207925,,,Flavio Cobolli,R,183,ITA,,6-4 7-6,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,3,6500,24,1970
2025-0001,Halle Open,Grass,,500,20250620,1703,122330,,,Alexander Bublik,R,196,KAZ,,207830,,,Tomas Machac,R,183,CZE,,7-6 6-3,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,45,1225,23,2020
2025-0001,Halle Open,Grass,,500,20250620,1704,111575,,,Karen Khachanov,R,198,RUS,,144869,,,Tomas Martin Etcheverry,R,196,ARG,,6-3 6-2,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,22,2050,63,935
2025-0001,Halle Open,Grass,,500,20250621,1705,106421,,,Daniil Medvedev,R,198,RUS,,100644,,,Alexander Zverev,R,198,GER,,7-6 6-7 6-4,3,Semifinals,,,,,,,,,,,,,,,,,,,,11,3140,3,6500
2025-0001,Halle Open,Grass,,500,20250621,1706,122330,,,Alexander Bublik,R,196,KAZ,,111575,,,Karen Khachanov,R,198,RUS,,4-6 7-6 6-4,3,Semifinals,,,,,,,,,,,,,,,,,,,,45,1225,22,2050
2025-0001,Halle Open,Grass,,500,20250622,1707,122330,,,Alexander Bublik,R,196,KAZ,,106421,,,Daniil Medvedev,R,198,RUS,,6-3 7-6,3,The Final,,,,,,,,,,,,,,,,,,,,45,1225,11,3140
2025-0001,Queen's Club Championships,Grass,,500,20250616,1708,105138,,,Roberto Bautista Agut,R,183,ESP,,132686,,,Nuno Borges,R,185,POR,,6-7 7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,,51,1049,38,1400
2025-0001,Queen's Club Championships,Grass,,500,20250616,1709,105554,,,Daniel Evans,R,175,GBR,,126207,,,Frances Tiafoe,R,188,USA,,7-5 6-2,3,R32,,,,,,,,,,,,,,,,,,,,199,275,13,2990
2025-0001,Queen's Club Championships,Grass,,500,20250616,1710,208029,,,Holger Rune,R,188,DEN,,106331,,,Christopher Oconnell,R,183,AUS,,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,9,3440,79,772
2025-0001,Queen's Club Championships,Grass,,500,20250616,1711,210150,,,Jakub Mensik,R,193,CZE,,111815,,,Cameron Norrie,L,188,GBR,,7-6 1-6 6-1,3,R32,,,,,,,,,,,,,,,,,,,,17,2322,61,952
2025-0001,Queen's Club Championships,Grass,,500,20250616,1712,207985,,,Jacob Fearnley,R,183,GBR,,106109,,,Alex Bolt,L,183,AUS,,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,,60,961,194,284
2025-0001,Queen's Club Championships,Grass,,500,20250616,1713,100554,,,Matthew McDonald,R,,USA,,104792,,,Gael Monfils,R,193,FRA,,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,98,630,42,1265
2025-0001,Queen's Club Championships,Grass,,500,20250617,1714,208103,,,Jiri Lehecka,R,185,CZE,,200282,,,Alex De Minaur,R,183,AUS,,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,30,1645,12,3085
2025-0001,Queen's Club Championships,Grass,,500,20250617,1715,200615,,,Alexei Popyrin,R,196,AUS,,126846,,,Aleksandar Vukic,R,188,AUS,,6-2 6-7 7-6,3,R32,,,,,,,,,,,,,,,,,,,,21,2115,83,733
2025-0001,Queen's Club Championships,Grass,,500,20250617,1716,206909,,,Brandon Nakashima,R,188,USA,,208659,,,Giovanni Mpetshi Perricard,R,203,FRA,,6-7 7-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,32,1600,36,1476
2025-0001,Queen's Club Championships,Grass,,500,20250617,1717,113451,,,Jack Draper,U,,ESP,,202385,,,Jenson Brooksby,R,188,USA,,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,,6,4550,149,405
2025-0001,Queen's Club Championships,Grass,,500,20250617,1718,126239,,,Arthur Rinderknech,R,196,FRA,,210097,,,Ben Shelton,L,193,USA,,7-6 7-6,3,R32,,,,,,,,,,,,,,,,,,,,80,764,10,3170
2025-0001,Queen's Club Championships,Grass,,500,20250617,1719,124187,,,Reilly Opelka,R,211,USA,,200116,,,Camilo Ugo Carabelli,R,185,ARG,,7-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,75,808,53,1036
2025-0001,Queen's Club Championships,Grass,,500,20250617,1720,106688,,,Carlos Alcaraz,R,,ESP,,112154,,,Allan Walton Knight,U,,AUS,,6-4 7-6,3,R32,,,,,,,,,,,,,,,,,,,,2,8850,86,703
2025-0001,Queen's Club Championships,Grass,,500,20250617,1721,144719,,,Jaume Munar,R,183,ESP,,107270,,,James Thompson,R,,USA,,7-5,3,R32,,,,,,,,,,,,,,,,,,,,59,962,37,1400
2025-0001,Queen's Club Championships,Grass,,500,20250617,1722,144895,,,Corentin Moutet,L,180,FRA,,126203,,,Taylor Fritz,R,196,USA,,6-7 7-6 7-5,3,R32,,,,,,,,,,,,,,,,,,,,89,677,4,4735
2025-0001,Queen's Club Championships,Grass,,500,20250617,1723,209113,,,Gabriel Diallo,R,203,CAN,,126129,,,Billy Harris,R,191,GBR,,6-1 3-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,44,1247,113,519
2025-0001,Queen's Club Championships,Grass,,500,20250618,1724,105138,,,Roberto Bautista Agut,R,183,ESP,,210150,,,Jakub Mensik,R,193,CZE,,3-6 6-3 7-5,3,R16,,,,,,,,,,,,,,,,,,,,51,1049,17,2322
2025-0001,Queen's Club Championships,Grass,,500,20250618,1725,113451,,,Jack Draper,U,,ESP,,200615,,,Alexei Popyrin,R,196,AUS,,3-6 6-2 7-6,3,R16,,,,,,,,,,,,,,,,,,,,6,4550,21,2115
2025-0001,Queen's Club Championships,Grass,,500,20250618,1726,206909,,,Brandon Nakashima,R,188,USA,,105554,,,Daniel Evans,R,175,GBR,,7-5 7-6,3,R16,,,,,,,,,,,,,,,,,,,,32,1600,199,275
2025-0001,Queen's Club Championships,Grass,,500,20250618,1727,208029,,,Holger Rune,R,188,DEN,,100554,,,Matthew McDonald,R,,USA,,2-6 6-1 6-1,3,R16,,,,,,,,,,,,,,,,,,,,9,3440,98,630
2025-0001,Queen's Club Championships,Grass,,500,20250619,1728,208103,,,Jiri Lehecka,R,185,CZE,,209113,,,Gabriel Diallo,R,203,CAN,,6-4 6-2,3,R16,,,,,,,,,,,,,,,,,,,,30,1645,44,1247
2025-0001,Queen's Club Championships,Grass,,500,20250619,1729,207985,,,Jacob Fearnley,R,183,GBR,,144895,,,Corentin Moutet,L,180,FRA,,6-3 2-6 6-2,3,R16,,,,,,,,,,,,,,,,,,,,60,961,89,677
2025-0001,Queen's Club Championships,Grass,,500,20250619,1730,106688,,,Carlos Alcaraz,R,,ESP,,144719,,,Jaume Munar,R,183,ESP,,6-4 6-7 7-5,3,R16,,,,,,,,,,,,,,,,,,,,2,8850,59,962
2025-0001,Queen's Club Championships,Grass,,500,20250619,1731,126239,,,Arthur Rinderknech,R,196,FRA,,124187,,,Reilly Opelka,R,211,USA,,7-5 7-6,3,R16,,,,,,,,,,,,,,,,,,,,80,764,75,808
2025-0001,Queen's Club Championships,Grass,,500,20250620,1732,208103,,,Jiri Lehecka,R,185,CZE,,207985,,,Jacob Fearnley,R,183,GBR,,7-5 6-2,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,30,1645,60,961
2025-0001,Queen's Club Championships,Grass,,500,20250620,1733,113451,,,Jack Draper,U,,ESP,,206909,,,Brandon Nakashima,R,188,USA,,6-4 5-7 6-4,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,6,4550,32,1600
2025-0001,Queen's Club Championships,Grass,,500,20250620,1734,106688,,,Carlos Alcaraz,R,,ESP,,126239,,,Arthur Rinderknech,R,196,FRA,,7-5 6-4,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,2,8850,80,764
2025-0001,Queen's Club Championships,Grass,,500,20250620,1735,105138,,,Roberto Bautista Agut,R,183,ESP,,208029,,,Holger Rune,R,188,DEN,,7-6 6-7 6-2,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,51,1049,9,3440
2025-0001,Queen's Club Championships,Grass,,500,20250621,1736,208103,,,Jiri Lehecka,R,185,CZE,,113451,,,Jack Draper,U,,ESP,,6-4 4-6 7-5,3,Semifinals,,,,,,,,,,,,,,,,,,,,30,1645,6,4550
2025-0001,Queen's Club Championships,Grass,,500,20250621,1737,106688,,,Carlos Alcaraz,R,,ESP,,105138,,,Roberto Bautista Agut,R,183,ESP,,6-4 6-4,3,Semifinals,,,,,,,,,,,,,,,,,,,,2,8850,51,1049
2025-0001,Queen's Club Championships,Grass,,500,20250622,1738,106688,,,Carlos Alcaraz,R,,ESP,,208103,,,Jiri Lehecka,R,185,CZE,,7-5 6-7 6-2,3,The Final,,,,,,,,,,,,,,,,,,,,2,8850,30,1645
2025-0001,Eastbourne International,Grass,,250,20250623,1739,211663,,,Joao Fonseca,R,,BRA,,200267,,,Zizou Bergs,R,185,BEL,,6-7 6-0 6-3,3,R32,,,,,,,,,,,,,,,,,,,,57,991,50,1079
2025-0001,Eastbourne International,Grass,,250,20250623,1740,105554,,,Daniel Evans,R,175,GBR,,200175,,,Miomir Kecmanovic,R,183,SRB,,3-6 6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,170,325,49,1146
2025-0001,Eastbourne International,Grass,,250,20250623,1741,208233,,,Mattia Bellucci,L,175,ITA,,111460,,,Quentin Halys,R,191,FRA,,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,74,836,47,1174
2025-0001,Eastbourne International,Grass,,250,20250623,1742,132283,,,Lorenzo Sonego,R,191,ITA,,206681,,,Fabian Marozsan,R,193,HUN,,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,,48,1171,58,990
2025-0001,Eastbourne International,Grass,,250,20250623,1743,200221,,,Alejandro Davidovich Fokina,R,183,ESP,,202358,,,Chun Hsin Tseng,R,175,TPE,,7-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,,28,1770,96,648
2025-0001,Eastbourne International,Grass,,250,20250624,1744,105902,,,James Duckworth,R,183,AUS,,126846,,,Aleksandar Vukic,R,188,AUS,,6-3 6-7 6-1,3,R32,,,,,,,,,,,,,,,,,,,,106,528,80,758
2025-0001,Eastbourne International,Grass,,250,20250624,1745,124187,,,Reilly Opelka,R,211,USA,,207785,,,George Loffhagen,R,188,GBR,,7-6 3-6 7-6,3,R32,,,,,,,,,,,,,,,,,,,,72,858,302,172
2025-0001,Eastbourne International,Grass,,250,20250624,1746,106218,,,Marcos Giron,R,180,USA,,209260,,,Luciano Darderi,R,183,ITA,,6-4 7-5,3,R32,,,,,,,,,,,,,,,,,,,,46,1175,56,1004
2025-0001,Eastbourne International,Grass,,250,20250624,1747,132686,,,Nuno Borges,R,185,POR,,209957,,,Jack Pinnington Jones,R,180,GBR,,4-6 6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,,37,1400,282,196
2025-0001,Eastbourne International,Grass,,250,20250624,1748,202385,,,Jenson Brooksby,R,188,USA,,207681,,,Francisco Comesana,R,178,ARG,,7-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,149,405,65,914
2025-0001,Eastbourne International,Grass,,250,20250624,1749,126129,,,Billy Harris,R,191,GBR,,111815,,,Cameron Norrie,L,188,GBR,,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,142,426,61,952
2025-0001,Eastbourne International,Grass,,250,20250624,1750,207985,,,Jacob Fearnley,R,183,GBR,,207925,,,Flavio Cobolli,R,183,ITA,,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,51,1048,24,2060
2025-0001,Eastbourne International,Grass,,250,20250625,1751,202385,,,Jenson Brooksby,R,188,USA,,132686,,,Nuno Borges,R,185,POR,,6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,,149,405,37,1400
2025-0001,Eastbourne International,Grass,,250,20250625,1752,200005,,,Ugo Humbert,L,188,FRA,,132283,,,Lorenzo Sonego,R,191,ITA,,7-5 6-4,3,R16,,,,,,,,,,,,,,,,,,,,20,2195,48,1171
2025-0001,Eastbourne International,Grass,,250,20250625,1753,126129,,,Billy Harris,R,191,GBR,,208233,,,Mattia Bellucci,L,175,ITA,,6-3 6-4,3,R16,,,,,,,,,,,,,,,,,,,,142,426,74,836
2025-0001,Eastbourne International,Grass,,250,20250625,1754,210150,,,Jakub Mensik,R,193,CZE,,124187,,,Reilly Opelka,R,211,USA,,7-5 6-3,3,R16,,,,,,,,,,,,,,,,,,,,17,2356,72,858
2025-0001,Eastbourne International,Grass,,250,20250625,1755,200221,,,Alejandro Davidovich Fokina,R,183,ESP,,105902,,,James Duckworth,R,183,AUS,,6-7 6-3 6-4,3,R16,,,,,,,,,,,,,,,,,,,,28,1770,106,528
2025-0001,Eastbourne International,Grass,,250,20250625,1756,106218,,,Marcos Giron,R,180,USA,,207985,,,Jacob Fearnley,R,183,GBR,,6-3 6-1,3,R16,,,,,,,,,,,,,,,,,,,,46,1175,51,1048
2025-0001,Eastbourne International,Grass,,250,20250625,1757,105554,,,Daniel Evans,R,175,GBR,,126205,,,Tommy Paul,R,185,USA,,6-4 3-6 6-3,3,R16,,,,,,,,,,,,,,,,,,,,170,325,13,2970
2025-0001,Eastbourne International,Grass,,250,20250626,1758,126203,,,Taylor Fritz,R,196,USA,,211663,,,Joao Fonseca,R,,BRA,,6-3 6-7 7-5,3,R16,,,,,,,,,,,,,,,,,,,,5,4635,57,991
2025-0001,Eastbourne International,Grass,,250,20250626,1759,200005,,,Ugo Humbert,L,188,FRA,,126129,,,Billy Harris,R,191,GBR,,7-6 6-1,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,20,2195,142,426
2025-0001,Eastbourne International,Grass,,250,20250626,1760,202385,,,Jenson Brooksby,R,188,USA,,105554,,,Daniel Evans,R,175,GBR,,6-2 6-3,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,149,405,170,325
2025-0001,Eastbourne International,Grass,,250,20250626,1761,200221,,,Alejandro Davidovich Fokina,R,183,ESP,,210150,,,Jakub Mensik,R,193,CZE,,6-4 7-5,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,28,1770,17,2356
2025-0001,Eastbourne International,Grass,,250,20250626,1762,126203,,,Taylor Fritz,R,196,USA,,106218,,,Marcos Giron,R,180,USA,,7-5 4-6 7-5,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,5,4635,46,1175
2025-0001,Eastbourne International,Grass,,250,20250627,1763,202385,,,Jenson Brooksby,R,188,USA,,200005,,,Ugo Humbert,L,188,FRA,,6-7 6-4 6-4,3,Semifinals,,,,,,,,,,,,,,,,,,,,149,405,20,2195
