tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-0001,Brisbane International,Hard,,250,20241229,300,126846,,,Aleksandar Vukic,R,188,AUS,,105676,,,David Goffin,R,180,BEL,,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,,68,778,52,1037
2025-0001,Brisbane International,Hard,,250,20241230,301,210506,,,Alex Michelsen,R,193,USA,,106331,,,Christopher Oconnell,R,183,AUS,,6-4 4-6 7-6,3,R32,,,,,,,,,,,,,,,,,,,,41,1245,64,795
2025-0001,Brisbane International,Hard,,250,20241230,302,126127,,,Benjamin Bonzi,R,183,FRA,,126214,,,Alejandro Tabilo,L,188,CHI,,6-7 7-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,75,730,23,1943
2025-0001,Brisbane International,Hard,,250,20241230,303,106415,,,Yoshihito Nishioka,L,170,JPN,,126239,,,Arthur Rinderknech,R,196,FRA,,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,69,776,59,927
2025-0001,Brisbane International,Hard,,250,20241230,304,107270,,,James Thompson,R,,USA,,126610,,,Matteo Berrettini,R,196,ITA,,3-6 6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,26,1745,34,1380
2025-0001,Brisbane International,Hard,,250,20241230,305,111797,,,Nicolas Jarry,R,201,CHI,,208363,,,Mariano Navone,R,178,ARG,,7-5 7-6,3,R32,,,,,,,,,,,,,,,,,,,,35,1370,47,1148
2025-0001,Brisbane International,Hard,,250,20241230,306,105777,,,Grigor Dimitrov,R,191,BUL,,105870,,,Yannick Hanfmann,R,193,GER,,7-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,10,3350,96,627
2025-0001,Brisbane International,Hard,,250,20241230,307,208103,,,Jiri Lehecka,R,185,CZE,,208029,,,Holger Rune,R,188,DEN,,7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,,28,1660,13,3025
2025-0001,Brisbane International,Hard,,250,20241231,308,124187,,,Reilly Opelka,R,211,USA,,144870,,,Federico Agustin Gomez,R,191,ARG,,7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,,293,176,137,442
2025-0001,Brisbane International,Hard,,250,20241231,309,208286,,,Matteo Arnaldi,R,185,ITA,,200615,,,Alexei Popyrin,R,196,AUS,,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,37,1345,24,1865
2025-0001,Brisbane International,Hard,,250,20241231,310,126207,,,Frances Tiafoe,R,188,USA,,112154,,,Allan Walton Knight,U,,AUS,,7-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,18,2585,93,636
2025-0001,Brisbane International,Hard,,250,20241231,311,210150,,,Jakub Mensik,R,193,CZE,,105062,,,Mikhail Kukushkin,R,183,KAZ,,7-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,48,1136,113,542
2025-0001,Brisbane International,Hard,,250,20241231,312,105583,,,Dusan Lajovic,R,183,SRB,,209070,,,Arthur Cazaux,R,183,FRA,,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,81,710,63,807
2025-0001,Brisbane International,Hard,,250,20241231,313,208659,,,Giovanni Mpetshi Perricard,R,203,FRA,,106401,,,Nick Kyrgios,R,193,AUS,,7-6 6-7 7-6,3,R32,,,,,,,,,,,,,,,,,,,,31,1561,N/A,N/A
2025-0001,Brisbane International,Hard,,250,20241231,314,104792,,,Gael Monfils,R,193,FRA,,210460,,,Nishesh Basavareddy,R,180,USA,,6-4 4-6 6-1,3,R32,,,,,,,,,,,,,,,,,,,,55,1005,138,440
2025-0001,Brisbane International,Hard,,250,20241231,315,104925,,,Novak Djokovic,R,188,SRB,,208014,,,Rinky Hijikata,R,178,AUS,,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,,7,3910,73,746
2025-0001,Brisbane International,Hard,,250,20250101,316,208103,,,Jiri Lehecka,R,185,CZE,,106415,,,Yoshihito Nishioka,L,170,JPN,,6-2 6-7 6-4,3,R16,,,,,,,,,,,,,,,,,,,,28,1660,69,776
2025-0001,Brisbane International,Hard,,250,20250101,317,111797,,,Nicolas Jarry,R,201,CHI,,126127,,,Benjamin Bonzi,R,183,FRA,,6-2 6-3,3,R16,,,,,,,,,,,,,,,,,,,,35,1370,75,730
2025-0001,Brisbane International,Hard,,250,20250101,318,105777,,,Grigor Dimitrov,R,191,BUL,,126846,,,Aleksandar Vukic,R,188,AUS,,6-2 7-6,3,R16,,,,,,,,,,,,,,,,,,,,10,3350,68,778
2025-0001,Brisbane International,Hard,,250,20250101,319,107270,,,James Thompson,R,,USA,,210506,,,Alex Michelsen,R,193,USA,,7-5 6-3,3,R16,,,,,,,,,,,,,,,,,,,,26,1745,41,1245
2025-0001,Brisbane International,Hard,,250,20250102,320,210150,,,Jakub Mensik,R,193,CZE,,105583,,,Dusan Lajovic,R,183,SRB,,6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,,48,1136,81,710
2025-0001,Brisbane International,Hard,,250,20250102,321,124187,,,Reilly Opelka,R,211,USA,,208286,,,Matteo Arnaldi,R,185,ITA,,7-6 7-6,3,R16,,,,,,,,,,,,,,,,,,,,293,176,37,1345
2025-0001,Brisbane International,Hard,,250,20250102,322,208659,,,Giovanni Mpetshi Perricard,R,203,FRA,,126207,,,Frances Tiafoe,R,188,USA,,6-4 7-6,3,R16,,,,,,,,,,,,,,,,,,,,31,1561,18,2585
2025-0001,Brisbane International,Hard,,250,20250102,323,104925,,,Novak Djokovic,R,188,SRB,,104792,,,Gael Monfils,R,193,FRA,,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,,7,3910,55,1005
2025-0001,Brisbane International,Hard,,250,20250103,324,208103,,,Jiri Lehecka,R,185,CZE,,111797,,,Nicolas Jarry,R,201,CHI,,6-4 6-4,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,28,1660,35,1370
2025-0001,Brisbane International,Hard,,250,20250103,325,105777,,,Grigor Dimitrov,R,191,BUL,,107270,,,James Thompson,R,,USA,,6-1 2-1,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,10,3350,26,1745
2025-0001,Brisbane International,Hard,,250,20250103,326,208659,,,Giovanni Mpetshi Perricard,R,203,FRA,,210150,,,Jakub Mensik,R,193,CZE,,7-5 7-6,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,31,1561,48,1136
2025-0001,Brisbane International,Hard,,250,20250103,327,124187,,,Reilly Opelka,R,211,USA,,104925,,,Novak Djokovic,R,188,SRB,,7-6 6-3,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,293,176,7,3910
2025-0001,Brisbane International,Hard,,250,20250104,328,208103,,,Jiri Lehecka,R,185,CZE,,105777,,,Grigor Dimitrov,R,191,BUL,,6-4 4-4,3,Semifinals,,,,,,,,,,,,,,,,,,,,28,1660,10,3350
2025-0001,Brisbane International,Hard,,250,20250104,329,124187,,,Reilly Opelka,R,211,USA,,208659,,,Giovanni Mpetshi Perricard,R,203,FRA,,6-3 7-6,3,Semifinals,,,,,,,,,,,,,,,,,,,,293,176,31,1561
2025-0001,Brisbane International,Hard,,250,20250105,330,208103,,,Jiri Lehecka,R,185,CZE,,124187,,,Reilly Opelka,R,211,USA,,4-1,3,The Final,,,,,,,,,,,,,,,,,,,,28,1660,293,176
2025-0001,Hong Kong Tennis Open,Hard,,250,20241230,331,200175,,,Miomir Kecmanovic,R,183,SRB,,209260,,,Luciano Darderi,R,183,ITA,,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,,54,1021,44,1198
2025-0001,Hong Kong Tennis Open,Hard,,250,20241230,332,206681,,,Fabian Marozsan,R,193,HUN,,126128,,,Roman Safiullin,R,185,RUS,,6-1 7-6,3,R32,,,,,,,,,,,,,,,,,,,,58,935,60,923
2025-0001,Hong Kong Tennis Open,Hard,,250,20241230,333,132283,,,Lorenzo Sonego,R,191,ITA,,206909,,,Brandon Nakashima,R,188,USA,,7-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,53,1026,38,1335
2025-0001,Hong Kong Tennis Open,Hard,,250,20241230,334,111815,,,Cameron Norrie,L,188,GBR,,210530,,,Learner Tien,L,180,USA,,6-3 7-5,3,R32,,,,,,,,,,,,,,,,,,,,49,1119,122,493
2025-0001,Hong Kong Tennis Open,Hard,,250,20241231,335,200267,,,Zizou Bergs,R,185,BEL,,208279,,,Alejandro Moro Canas,R,183,ESP,,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,71,768,169,345
2025-0001,Hong Kong Tennis Open,Hard,,250,20241231,336,124186,,,Alexandre Muller,R,183,FRA,,144817,,,Marc Andrea Huesler,L,196,SUI,,2-6 6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,67,778,159,376
2025-0001,Hong Kong Tennis Open,Hard,,250,20241231,337,132686,,,Nuno Borges,R,185,POR,,104184,,,Yong Bum Seo,U,,KOR,,3-6 6-3 7-6,3,R32,,,,,,,,,,,,,,,,,,,,36,1355,65,784
2025-0001,Hong Kong Tennis Open,Hard,,250,20241231,338,144719,,,Jaume Munar,R,183,ESP,,200221,,,Alejandro Davidovich Fokina,R,183,ESP,,4-6 6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,,62,832,61,845
2025-0001,Hong Kong Tennis Open,Hard,,250,20241231,339,103492,,,Pablo Martinez,R,,MEX,,208859,,,Francesco Passaro,R,180,ITA,,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,43,1205,108,570
2025-0001,Hong Kong Tennis Open,Hard,,250,20241231,340,105453,,,Kei Nishikori,R,178,JPN,,133430,,,Denis Shapovalov,L,185,CAN,,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,,106,578,56,981
2025-0001,Hong Kong Tennis Open,Hard,,250,20241231,341,209113,,,Gabriel Diallo,R,203,CAN,,106148,,,Roberto Carballes Baena,R,183,ESP,,4-6 7-6 7-5,3,R32,,,,,,,,,,,,,,,,,,,,87,643,57,981
2025-0001,Hong Kong Tennis Open,Hard,,250,20241231,342,210234,,,Juncheng Shang,L,,CHN,,124022,,,Coleman Wong,R,,HKG,,7-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,50,1115,170,340
2025-0001,Hong Kong Tennis Open,Hard,,250,20250101,343,124186,,,Alexandre Muller,R,183,FRA,,200175,,,Miomir Kecmanovic,R,183,SRB,,5-7 7-6 7-6,3,R16,,,,,,,,,,,,,,,,,,,,67,778,54,1021
2025-0001,Hong Kong Tennis Open,Hard,,250,20250101,344,111815,,,Cameron Norrie,L,188,GBR,,132283,,,Lorenzo Sonego,R,191,ITA,,6-2 4-6 6-1,3,R16,,,,,,,,,,,,,,,,,,,,49,1119,53,1026
2025-0001,Hong Kong Tennis Open,Hard,,250,20250101,345,209950,,,Arthur Fils,R,185,FRA,,200267,,,Zizou Bergs,R,185,BEL,,7-6 6-4,3,R16,,,,,,,,,,,,,,,,,,,,20,2355,71,768
2025-0001,Hong Kong Tennis Open,Hard,,250,20250101,346,105453,,,Kei Nishikori,R,178,JPN,,111575,,,Karen Khachanov,R,198,RUS,,4-6 6-3 7-5,3,R16,,,,,,,,,,,,,,,,,,,,106,578,19,2410
2025-0001,Hong Kong Tennis Open,Hard,,250,20250102,347,144719,,,Jaume Munar,R,183,ESP,,132686,,,Nuno Borges,R,185,POR,,6-3 7-5,3,R16,,,,,,,,,,,,,,,,,,,,62,832,36,1355
2025-0001,Hong Kong Tennis Open,Hard,,250,20250102,348,207518,,,Lorenzo Musetti,R,185,ITA,,209113,,,Gabriel Diallo,R,203,CAN,,6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,,17,2600,87,643
2025-0001,Hong Kong Tennis Open,Hard,,250,20250102,349,210234,,,Juncheng Shang,L,,CHN,,103492,,,Pablo Martinez,R,,MEX,,6-3 6-1,3,R16,,,,,,,,,,,,,,,,,,,,50,1115,43,1205
2025-0001,Hong Kong Tennis Open,Hard,,250,20250102,350,206681,,,Fabian Marozsan,R,193,HUN,,126094,,,Andrey Rublev,R,188,RUS,,7-5 3-6 6-3,3,R16,,,,,,,,,,,,,,,,,,,,58,935,8,3760
2025-0001,Hong Kong Tennis Open,Hard,,250,20250103,351,124186,,,Alexandre Muller,R,183,FRA,,209950,,,Arthur Fils,R,185,FRA,,3-6 6-3 6-1,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,67,778,20,2355
2025-0001,Hong Kong Tennis Open,Hard,,250,20250103,352,144719,,,Jaume Munar,R,183,ESP,,207518,,,Lorenzo Musetti,R,185,ITA,,2-6 7-6 7-5,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,62,832,17,2600
2025-0001,Hong Kong Tennis Open,Hard,,250,20250103,353,210234,,,Juncheng Shang,L,,CHN,,206681,,,Fabian Marozsan,R,193,HUN,,1-6 6-3 6-4,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,50,1115,58,935
2025-0001,Hong Kong Tennis Open,Hard,,250,20250103,354,105453,,,Kei Nishikori,R,178,JPN,,111815,,,Cameron Norrie,L,188,GBR,,6-3 3-6 6-2,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,106,578,49,1119
2025-0001,Hong Kong Tennis Open,Hard,,250,20250104,355,124186,,,Alexandre Muller,R,183,FRA,,144719,,,Jaume Munar,R,183,ESP,,7-6 6-4,3,Semifinals,,,,,,,,,,,,,,,,,,,,67,778,62,832
2025-0001,Hong Kong Tennis Open,Hard,,250,20250104,356,105453,,,Kei Nishikori,R,178,JPN,,210234,,,Juncheng Shang,L,,CHN,,4-3,3,Semifinals,,,,,,,,,,,,,,,,,,,,106,578,50,1115
2025-0001,Hong Kong Tennis Open,Hard,,250,20250105,357,124186,,,Alexandre Muller,R,183,FRA,,105453,,,Kei Nishikori,R,178,JPN,,2-6 6-1 6-3,3,The Final,,,,,,,,,,,,,,,,,,,,67,778,106,578
2025-0001,Adelaide International,Hard,,250,20250106,358,133430,,,Denis Shapovalov,L,185,CAN,,105585,,,Ze Zhang,R,188,CHN,,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,58,981,47,1140
2025-0001,Adelaide International,Hard,,250,20250106,359,200221,,,Alejandro Davidovich Fokina,R,183,ESP,,105138,,,Roberto Bautista Agut,R,183,ESP,,7-5 6-2,3,R32,,,,,,,,,,,,,,,,,,,,68,775,51,1067
2025-0001,Adelaide International,Hard,,250,20250106,360,106331,,,Christopher Oconnell,R,183,AUS,,126239,,,Arthur Rinderknech,R,196,FRA,,7-5 7-6,3,R32,,,,,,,,,,,,,,,,,,,,64,795,60,927
2025-0001,Adelaide International,Hard,,250,20250106,361,106423,,,Thanasi Kokkinakis,R,193,AUS,,106415,,,Yoshihito Nishioka,L,170,JPN,,6-3 3-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,77,716,63,807
2025-0001,Adelaide International,Hard,,250,20250107,362,100181,,,Larry Turville,R,,USA,,105902,,,James Duckworth,R,183,AUS,,6-1 7-5,3,R32,,,,,,,,,,,,,,,,,,,,179,323,94,624
2025-0001,Adelaide International,Hard,,250,20250107,363,131905,,,Manuel Guinard,R,198,FRA,,126128,,,Roman Safiullin,R,185,RUS,,7-6 2-6 6-1,3,R32,,,,,,,,,,,,,,,,,,,,261,209,62,823
2025-0001,Adelaide International,Hard,,250,20250107,364,106218,,,Marcos Giron,R,180,USA,,126846,,,Aleksandar Vukic,R,188,AUS,,6-2 3-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,45,1150,67,778
2025-0001,Adelaide International,Hard,,250,20250107,365,200175,,,Miomir Kecmanovic,R,183,SRB,,122330,,,Alexander Bublik,R,196,KAZ,,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,55,1021,33,1420
2025-0001,Adelaide International,Hard,,250,20250107,366,209070,,,Arthur Cazaux,R,183,FRA,,112154,,,Allan Walton Knight,U,,AUS,,7-5 6-1,3,R32,,,,,,,,,,,,,,,,,,,,80,707,91,636
2025-0001,Adelaide International,Hard,,250,20250107,367,206909,,,Brandon Nakashima,R,188,USA,,105870,,,Yannick Hanfmann,R,193,GER,,6-1 2-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,37,1335,98,615
2025-0001,Adelaide International,Hard,,250,20250107,368,208014,,,Rinky Hijikata,R,178,AUS,,105676,,,David Goffin,R,180,BEL,,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,,79,712,53,1029
2025-0001,Adelaide International,Hard,,250,20250107,369,144869,,,Tomas Martin Etcheverry,R,196,ARG,,209262,,,Tristan Schoolkate,R,183,AUS,,7-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,39,1315,173,336
2025-0001,Adelaide International,Hard,,250,20250108,370,200000,,,Felix Auger Aliassime,R,193,CAN,,209070,,,Arthur Cazaux,R,183,FRA,,1-6 6-4 7-5,3,R16,,,,,,,,,,,,,,,,,,,,29,1680,80,707
2025-0001,Adelaide International,Hard,,250,20250108,371,106218,,,Marcos Giron,R,180,USA,,133430,,,Denis Shapovalov,L,185,CAN,,7-5 6-2,3,R16,,,,,,,,,,,,,,,,,,,,45,1150,58,981
2025-0001,Adelaide International,Hard,,250,20250108,372,200175,,,Miomir Kecmanovic,R,183,SRB,,106331,,,Christopher Oconnell,R,183,AUS,,7-6 6-2,3,R16,,,,,,,,,,,,,,,,,,,,55,1021,64,795
2025-0001,Adelaide International,Hard,,250,20250108,373,208014,,,Rinky Hijikata,R,178,AUS,,206909,,,Brandon Nakashima,R,188,USA,,6-2 3-6 7-6,3,R16,,,,,,,,,,,,,,,,,,,,79,712,37,1335
2025-0001,Adelaide International,Hard,,250,20250108,374,126127,,,Benjamin Bonzi,R,183,FRA,,100181,,,Larry Turville,R,,USA,,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,,70,762,179,323
2025-0001,Adelaide International,Hard,,250,20250108,375,200624,,,Sebastian Korda,R,196,USA,,200221,,,Alejandro Davidovich Fokina,R,183,ESP,,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,,22,1985,68,775
2025-0001,Adelaide International,Hard,,250,20250108,376,126205,,,Tommy Paul,R,185,USA,,131905,,,Manuel Guinard,R,198,FRA,,6-4 3-6 6-3,3,R16,,,,,,,,,,,,,,,,,,,,12,3145,261,209
2025-0001,Adelaide International,Hard,,250,20250108,377,106423,,,Thanasi Kokkinakis,R,193,AUS,,144869,,,Tomas Martin Etcheverry,R,196,ARG,,7-5 4-6 7-6,3,R16,,,,,,,,,,,,,,,,,,,,77,716,39,1315
2025-0001,Adelaide International,Hard,,250,20250109,378,126205,,,Tommy Paul,R,185,USA,,208014,,,Rinky Hijikata,R,178,AUS,,6-3 6-4,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,12,3145,79,712
2025-0001,Adelaide International,Hard,,250,20250109,379,200000,,,Felix Auger Aliassime,R,193,CAN,,106218,,,Marcos Giron,R,180,USA,,7-6 6-3,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,29,1680,45,1150
2025-0001,Adelaide International,Hard,,250,20250109,380,200175,,,Miomir Kecmanovic,R,183,SRB,,126127,,,Benjamin Bonzi,R,183,FRA,,6-2 6-3,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,55,1021,70,762
2025-0001,Adelaide International,Hard,,250,20250109,381,200624,,,Sebastian Korda,R,196,USA,,106423,,,Thanasi Kokkinakis,R,193,AUS,,,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,22,1985,77,716
2025-0001,Adelaide International,Hard,,250,20250110,382,200000,,,Felix Auger Aliassime,R,193,CAN,,126205,,,Tommy Paul,R,185,USA,,7-6 3-6 6-4,3,Semifinals,,,,,,,,,,,,,,,,,,,,29,1680,12,3145
2025-0001,Adelaide International,Hard,,250,20250110,383,200624,,,Sebastian Korda,R,196,USA,,200175,,,Miomir Kecmanovic,R,183,SRB,,6-3 7-6,3,Semifinals,,,,,,,,,,,,,,,,,,,,22,1985,55,1021
2025-0001,Adelaide International,Hard,,250,20250111,384,200000,,,Felix Auger Aliassime,R,193,CAN,,200624,,,Sebastian Korda,R,196,USA,,6-3 3-6 6-1,3,The Final,,,,,,,,,,,,,,,,,,,,29,1680,22,1985
2025-0001,ASB Classic,Hard,,250,20250105,385,132686,,,Nuno Borges,R,185,POR,,209260,,,Luciano Darderi,R,183,ITA,,5-7 6-3 7-5,3,R32,,,,,,,,,,,,,,,,,,,,36,1370,44,1198
2025-0001,ASB Classic,Hard,,250,20250106,386,106148,,,Roberto Carballes Baena,R,183,ESP,,127157,,,Daniel Altmaier,R,188,GER,,6-3 3-6 7-5,3,R32,,,,,,,,,,,,,,,,,,,,59,981,93,625
2025-0001,ASB Classic,Hard,,250,20250106,387,200267,,,Zizou Bergs,R,185,BEL,,208653,,,Isaac Becroft,R,180,NZL,,6-3 7-5,3,R32,,,,,,,,,,,,,,,,,,,,66,783,980,15
2025-0001,ASB Classic,Hard,,250,20250106,388,210506,,,Alex Michelsen,R,193,USA,,111576,,,Sumit Nagal,R,178,IND,,6-7 6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,41,1245,96,622
2025-0001,ASB Classic,Hard,,250,20250106,389,208363,,,Mariano Navone,R,178,ARG,,105173,,,Adrian Mannarino,L,180,FRA,,7-6 6-7 6-1,3,R32,,,,,,,,,,,,,,,,,,,,46,1148,73,744
2025-0001,ASB Classic,Hard,,250,20250106,390,109607,,,Luca Nardi,R,,ITA,,207925,,,Flavio Cobolli,R,183,ITA,,6-2 1-1,3,R32,,,,,,,,,,,,,,,,,,,,90,637,32,1512
2025-0001,ASB Classic,Hard,,250,20250106,391,132283,,,Lorenzo Sonego,R,191,ITA,,209113,,,Gabriel Diallo,R,203,CAN,,7-6 2-6 7-6,3,R32,,,,,,,,,,,,,,,,,,,,54,1026,87,646
2025-0001,ASB Classic,Hard,,250,20250106,392,207680,,,Facundo Diaz Acosta,L,183,ARG,,111815,,,Cameron Norrie,L,188,GBR,,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,,78,714,48,1124
2025-0001,ASB Classic,Hard,,250,20250107,393,104792,,,Gael Monfils,R,193,FRA,,103492,,,Pablo Martinez,R,,MEX,,1-6 7-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,52,1030,43,1220
2025-0001,ASB Classic,Hard,,250,20250107,394,105526,,,Jan Lennard Struff,R,193,GER,,104184,,,Yong Bum Seo,U,,KOR,,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,42,1225,65,784
2025-0001,ASB Classic,Hard,,250,20250107,395,210460,,,Nishesh Basavareddy,R,180,USA,,207681,,,Francisco Comesana,R,178,ARG,,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,133,453,85,661
2025-0001,ASB Classic,Hard,,250,20250107,396,210150,,,Jakub Mensik,R,193,CZE,,105807,,,Pablo Carreno Busta,R,188,ESP,,6-0 4-6 7-5,3,R32,,,,,,,,,,,,,,,,,,,,49,1122,184,317
2025-0001,ASB Classic,Hard,,250,20250107,397,210460,,,Nishesh Basavareddy,R,180,USA,,126214,,,Alejandro Tabilo,L,188,CHI,,6-4 5-7 6-4,3,R16,,,,,,,,,,,,,,,,,,,,133,453,23,1943
2025-0001,ASB Classic,Hard,,250,20250107,398,200267,,,Zizou Bergs,R,185,BEL,,109607,,,Luca Nardi,R,,ITA,,6-1 6-4,3,R16,,,,,,,,,,,,,,,,,,,,66,783,90,637
2025-0001,ASB Classic,Hard,,250,20250108,399,210506,,,Alex Michelsen,R,193,USA,,132283,,,Lorenzo Sonego,R,191,ITA,,7-6 6-2,3,R16,,,,,,,,,,,,,,,,,,,,41,1245,54,1026
2025-0001,ASB Classic,Hard,,250,20250108,400,207680,,,Facundo Diaz Acosta,L,183,ARG,,202104,,,Sebastian Baez,R,170,ARG,,6-4 7-6,3,R16,,,,,,,,,,,,,,,,,,,,78,714,28,1690
2025-0001,ASB Classic,Hard,,250,20250108,401,106148,,,Roberto Carballes Baena,R,183,ESP,,202103,,,Francisco Cerundolo,R,185,ARG,,6-2 7-5,3,R16,,,,,,,,,,,,,,,,,,,,59,981,31,1620
2025-0001,ASB Classic,Hard,,250,20250108,402,104792,,,Gael Monfils,R,193,FRA,,105526,,,Jan Lennard Struff,R,193,GER,,6-1 7-6,3,R16,,,,,,,,,,,,,,,,,,,,52,1030,42,1225
2025-0001,ASB Classic,Hard,,250,20250108,403,132686,,,Nuno Borges,R,185,POR,,208363,,,Mariano Navone,R,178,ARG,,4-6 7-5 6-4,3,R16,,,,,,,,,,,,,,,,,,,,36,1370,46,1148
2025-0001,ASB Classic,Hard,,250,20250108,404,210150,,,Jakub Mensik,R,193,CZE,,210097,,,Ben Shelton,L,193,USA,,7-6 4-6 7-5,3,R16,,,,,,,,,,,,,,,,,,,,49,1122,21,2330
2025-0001,ASB Classic,Hard,,250,20250108,405,210460,,,Nishesh Basavareddy,R,180,USA,,210506,,,Alex Michelsen,R,193,USA,,2-6 6-2 6-4,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,133,453,41,1245
2025-0001,ASB Classic,Hard,,250,20250109,406,104792,,,Gael Monfils,R,193,FRA,,207680,,,Facundo Diaz Acosta,L,183,ARG,,6-3 6-1,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,52,1030,78,714
2025-0001,ASB Classic,Hard,,250,20250109,407,200267,,,Zizou Bergs,R,185,BEL,,106148,,,Roberto Carballes Baena,R,183,ESP,,1-6 6-2 6-3,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,66,783,59,981
2025-0001,ASB Classic,Hard,,250,20250109,408,132686,,,Nuno Borges,R,185,POR,,210150,,,Jakub Mensik,R,193,CZE,,6-7 6-2 7-6,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,36,1370,49,1122
2025-0001,ASB Classic,Hard,,250,20250110,409,104792,,,Gael Monfils,R,193,FRA,,210460,,,Nishesh Basavareddy,R,180,USA,,7-6 6-4,3,Semifinals,,,,,,,,,,,,,,,,,,,,52,1030,133,453
2025-0001,ASB Classic,Hard,,250,20250110,410,200267,,,Zizou Bergs,R,185,BEL,,132686,,,Nuno Borges,R,185,POR,,6-2 3-6 7-5,3,Semifinals,,,,,,,,,,,,,,,,,,,,66,783,36,1370
2025-0001,ASB Classic,Hard,,250,20250111,411,104792,,,Gael Monfils,R,193,FRA,,200267,,,Zizou Bergs,R,185,BEL,,6-3 6-4,3,The Final,,,,,,,,,,,,,,,,,,,,52,1030,66,783
2025-0001,Australian Open,Hard,,G,20250112,412,200384,,,Hugo Gaston,L,173,FRA,,117357,,,Omar Jasika,L,183,AUS,,6-2 3-6 6-2 6-2,5,R32,,,,,,,,,,,,,,,,,,,,81,703,179,323
2025-0001,Australian Open,Hard,,G,20250112,413,209950,,,Arthur Fils,R,185,FRA,,202261,,,Otto Virtanen,R,193,FIN,,3-6 7-6 6-4 6-4,5,R32,,,,,,,,,,,,,,,,,,,,21,2280,93,627
2025-0001,Australian Open,Hard,,G,20250112,414,105453,,,Kei Nishikori,R,178,JPN,,106329,,,Thiago Monteiro,L,183,BRA,,4-6 6-7 7-5 6-2 6-3,5,R32,,,,,,,,,,,,,,,,,,,,76,743,105,566
