ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
5,Melbourne,Australian Open,24/01/2026,Grand Slam,Outdoor,Hard,3rd Round,5,Mensik J.,Quinn E.,17,80,2345,733,6,2,7,6,7,6,,,,,3,0,Completed,1.44,2.75,,,1.48,2.75,1.45,2.69,1.53,2.88
5,Melbourne,Australian Open,24/01/2026,Grand Slam,Outdoor,Hard,3rd Round,5,Ruud C.,Cilic M.,13,70,2795,790,6,4,6,4,3,6,7,5,,,3,1,Completed,1.33,3.4,,,1.4,3.4,1.35,3.14,1.38,3.55
5,Melbourne,Australian Open,25/01/2026,Grand Slam,Outdoor,Hard,4th Round,5,Alcaraz C.,Paul T.,1,20,12050,2050,7,6,6,4,7,5,,,,,3,0,Completed,1.08,8,,,1.12,8,1.09,6.94,1.11,9.2
5,Melbourne,Australian Open,25/01/2026,Grand Slam,Outdoor,Hard,4th Round,5,Zverev A.,Cerundolo F.,3,21,5105,2035,6,2,6,4,6,4,,,,,3,0,Completed,1.36,3.2,,,1.4,3.25,1.35,3.12,1.38,3.55
5,Melbourne,Australian Open,25/01/2026,Grand Slam,Outdoor,Hard,4th Round,5,Tien L.,Medvedev D.,29,12,1540,2910,6,4,6,0,6,3,,,,,3,0,Completed,2.75,1.44,,,3,1.48,2.75,1.43,3.05,1.47
5,Melbourne,Australian Open,25/01/2026,Grand Slam,Outdoor,Hard,4th Round,5,De Minaur A.,Bublik A.,6,10,4080,3065,6,4,6,1,6,1,,,,,3,0,Completed,1.53,2.5,,,1.6,2.55,1.55,2.41,1.59,2.66
5,Melbourne,Australian Open,26/01/2026,Grand Slam,Outdoor,Hard,4th Round,5,Musetti L.,Fritz T.,5,9,4105,3840,6,2,7,5,6,4,,,,,3,0,Completed,2.1,1.73,,,2.15,1.75,2.1,1.72,2.2,1.82
5,Melbourne,Australian Open,26/01/2026,Grand Slam,Outdoor,Hard,4th Round,5,Sinner J.,Darderi L.,2,25,11500,1599,6,1,6,3,7,6,,,,,3,0,Completed,1.01,26,,,1.02,26,1.02,16.08,1.03,29
5,Melbourne,Australian Open,26/01/2026,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Mensik J.,4,17,4780,2345,,,,,,,,,,,,,Walkover,1.25,4,,,1.29,4,1.26,3.72,1.29,4.2
5,Melbourne,Australian Open,26/01/2026,Grand Slam,Outdoor,Hard,4th Round,5,Shelton B.,Ruud C.,7,13,4000,2795,3,6,6,4,6,3,6,4,,,3,1,Completed,1.53,2.5,,,1.55,2.6,1.53,2.47,1.58,2.7
5,Melbourne,Australian Open,27/01/2026,Grand Slam,Outdoor,Hard,Quarterfinals,5,Zverev A.,Tien L.,3,29,5105,1540,6,3,6,7,6,1,7,6,,,3,1,Completed,1.44,2.75,,,1.5,2.9,1.44,2.75,1.47,3.1
5,Melbourne,Australian Open,27/01/2026,Grand Slam,Outdoor,Hard,Quarterfinals,5,Alcaraz C.,De Minaur A.,1,6,12050,4080,7,5,6,2,6,1,,,,,3,0,Completed,1.14,5.5,,,1.16,6,1.14,5.39,1.17,6.6
5,Melbourne,Australian Open,28/01/2026,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Musetti L.,4,5,4780,4105,4,6,3,6,3,1,,,,,0,2,Retired,1.3,3.5,,,1.35,4,1.31,3.38,1.38,3.55
5,Melbourne,Australian Open,28/01/2026,Grand Slam,Outdoor,Hard,Quarterfinals,5,Sinner J.,Shelton B.,2,7,11500,4000,6,3,6,4,6,4,,,,,3,0,Completed,1.08,8,,,1.1,8.5,1.08,7.42,1.11,9.4
5,Melbourne,Australian Open,30/01/2026,Grand Slam,Outdoor,Hard,Semifinals,5,Alcaraz C.,Zverev A.,1,3,12050,5105,6,4,7,6,6,7,6,7,7,5,3,2,Completed,1.14,5.5,,,1.19,5.5,1.16,5.19,1.2,5.9
5,Melbourne,Australian Open,30/01/2026,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Sinner J.,4,2,4780,11500,3,6,6,3,4,6,6,4,6,4,3,2,Completed,10,1.06,,,10,1.08,8.63,1.07,10,1.1
5,Melbourne,Australian Open,01/02/2026,Grand Slam,Outdoor,Hard,The Final,5,Alcaraz C.,Djokovic N.,1,4,12050,4780,2,6,6,2,6,3,7,5,,,3,1,Completed,1.3,3.5,,,1.33,3.8,1.31,3.44,1.36,3.7
